order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered
3054234,587,train,13,6,8,13.0,18224.0,3.0,1.0
3054234,587,train,13,6,8,13.0,44282.0,4.0,0.0
3054234,587,train,13,6,8,13.0,5785.0,5.0,1.0
2941723,5870,prior,1,0,20,,5479.0,1.0,0.0
2941723,5870,prior,1,0,20,,8968.0,2.0,0.0
1558489,5870,prior,2,0,20,0.0,17200.0,1.0,0.0
1558489,5870,prior,2,0,20,0.0,34002.0,2.0,0.0
1558489,5870,prior,2,0,20,0.0,33216.0,3.0,0.0
1558489,5870,prior,2,0,20,0.0,38147.0,4.0,0.0
1558489,5870,prior,2,0,20,0.0,13660.0,5.0,0.0
1558489,5870,prior,2,0,20,0.0,5479.0,6.0,1.0
1558489,5870,prior,2,0,20,0.0,46738.0,7.0,0.0
1558489,5870,prior,2,0,20,0.0,15592.0,8.0,0.0
1558489,5870,prior,2,0,20,0.0,43961.0,9.0,0.0
1558489,5870,prior,2,0,20,0.0,24830.0,10.0,0.0
440322,5870,prior,3,5,21,30.0,25272.0,1.0,0.0
440322,5870,prior,3,5,21,30.0,8021.0,2.0,0.0
440322,5870,prior,3,5,21,30.0,26620.0,3.0,0.0
440322,5870,prior,3,5,21,30.0,10305.0,4.0,0.0
440322,5870,prior,3,5,21,30.0,42265.0,5.0,0.0
440322,5870,prior,3,5,21,30.0,17286.0,6.0,0.0
440322,5870,prior,3,5,21,30.0,3849.0,7.0,0.0
440322,5870,prior,3,5,21,30.0,27900.0,8.0,0.0
440322,5870,prior,3,5,21,30.0,23934.0,9.0,0.0
440322,5870,prior,3,5,21,30.0,36650.0,10.0,0.0
440322,5870,prior,3,5,21,30.0,3007.0,11.0,0.0
440322,5870,prior,3,5,21,30.0,14711.0,12.0,0.0
2417804,5870,prior,4,4,20,6.0,5479.0,1.0,1.0
2417804,5870,prior,4,4,20,6.0,17286.0,2.0,1.0
2417804,5870,prior,4,4,20,6.0,10305.0,3.0,1.0
2417804,5870,prior,4,4,20,6.0,4920.0,4.0,0.0
2417804,5870,prior,4,4,20,6.0,38683.0,5.0,0.0
2417804,5870,prior,4,4,20,6.0,6489.0,6.0,0.0
2417804,5870,prior,4,4,20,6.0,16913.0,7.0,0.0
2417804,5870,prior,4,4,20,6.0,11385.0,8.0,0.0
2352749,5870,prior,5,4,22,14.0,43740.0,1.0,0.0
2352749,5870,prior,5,4,22,14.0,10305.0,2.0,1.0
2352749,5870,prior,5,4,22,14.0,13660.0,3.0,1.0
2352749,5870,prior,5,4,22,14.0,36650.0,4.0,1.0
2352749,5870,prior,5,4,22,14.0,47788.0,5.0,0.0
2352749,5870,prior,5,4,22,14.0,49655.0,6.0,0.0
2352749,5870,prior,5,4,22,14.0,2830.0,7.0,0.0
2352749,5870,prior,5,4,22,14.0,8859.0,8.0,0.0
2352749,5870,prior,5,4,22,14.0,22620.0,9.0,0.0
2352749,5870,prior,5,4,22,14.0,15527.0,10.0,0.0
2352749,5870,prior,5,4,22,14.0,30720.0,11.0,0.0
2352749,5870,prior,5,4,22,14.0,27304.0,12.0,0.0
2352749,5870,prior,5,4,22,14.0,40198.0,13.0,0.0
2352749,5870,prior,5,4,22,14.0,45578.0,14.0,0.0
2352749,5870,prior,5,4,22,14.0,32013.0,15.0,0.0
3115558,5870,prior,6,4,18,7.0,8277.0,1.0,0.0
3115558,5870,prior,6,4,18,7.0,40198.0,2.0,1.0
3115558,5870,prior,6,4,18,7.0,49655.0,3.0,1.0
3115558,5870,prior,6,4,18,7.0,40795.0,4.0,0.0
3115558,5870,prior,6,4,18,7.0,43861.0,5.0,0.0
3115558,5870,prior,6,4,18,7.0,30700.0,6.0,0.0
3115558,5870,prior,6,4,18,7.0,30720.0,7.0,1.0
3115558,5870,prior,6,4,18,7.0,17758.0,8.0,0.0
3115558,5870,prior,6,4,18,7.0,13721.0,9.0,0.0
2935901,5870,prior,7,5,14,29.0,10305.0,1.0,1.0
2935901,5870,prior,7,5,14,29.0,8277.0,2.0,1.0
2935901,5870,prior,7,5,14,29.0,49655.0,3.0,1.0
2935901,5870,prior,7,5,14,29.0,40795.0,4.0,1.0
2935901,5870,prior,7,5,14,29.0,25647.0,5.0,0.0
2935901,5870,prior,7,5,14,29.0,9848.0,6.0,0.0
2935901,5870,prior,7,5,14,29.0,43789.0,7.0,0.0
1390145,5870,prior,8,2,23,4.0,10305.0,1.0,1.0
1390145,5870,prior,8,2,23,4.0,43740.0,2.0,1.0
1390145,5870,prior,8,2,23,4.0,8277.0,3.0,1.0
1390145,5870,prior,8,2,23,4.0,42265.0,4.0,1.0
1390145,5870,prior,8,2,23,4.0,5764.0,5.0,0.0
1390145,5870,prior,8,2,23,4.0,19759.0,6.0,0.0
1390145,5870,prior,8,2,23,4.0,40002.0,7.0,0.0
1390145,5870,prior,8,2,23,4.0,44795.0,8.0,0.0
1390145,5870,prior,8,2,23,4.0,49683.0,9.0,0.0
1390145,5870,prior,8,2,23,4.0,33198.0,10.0,0.0
188891,5870,prior,9,2,20,21.0,5258.0,1.0,0.0
188891,5870,prior,9,2,20,21.0,45578.0,2.0,1.0
188891,5870,prior,9,2,20,21.0,43789.0,3.0,1.0
188891,5870,prior,9,2,20,21.0,35610.0,4.0,0.0
188891,5870,prior,9,2,20,21.0,12545.0,5.0,0.0
188891,5870,prior,9,2,20,21.0,12442.0,6.0,0.0
188891,5870,prior,9,2,20,21.0,48523.0,7.0,0.0
188891,5870,prior,9,2,20,21.0,16965.0,8.0,0.0
79729,5870,prior,10,4,19,2.0,5258.0,1.0,1.0
79729,5870,prior,10,4,19,2.0,15527.0,2.0,1.0
79729,5870,prior,10,4,19,2.0,25272.0,3.0,1.0
79729,5870,prior,10,4,19,2.0,46020.0,4.0,0.0
79729,5870,prior,10,4,19,2.0,25647.0,5.0,1.0
79729,5870,prior,10,4,19,2.0,9561.0,6.0,0.0
79729,5870,prior,10,4,19,2.0,47788.0,7.0,1.0
79729,5870,prior,10,4,19,2.0,36554.0,8.0,0.0
79729,5870,prior,10,4,19,2.0,20039.0,9.0,0.0
79729,5870,prior,10,4,19,2.0,5575.0,10.0,0.0
79729,5870,prior,10,4,19,2.0,18765.0,11.0,0.0
79729,5870,prior,10,4,19,2.0,28874.0,12.0,0.0
2640004,5870,prior,11,3,22,20.0,2596.0,1.0,0.0
2640004,5870,prior,11,3,22,20.0,5479.0,2.0,1.0
2640004,5870,prior,11,3,22,20.0,16913.0,3.0,1.0
2640004,5870,prior,11,3,22,20.0,4541.0,4.0,0.0
2640004,5870,prior,11,3,22,20.0,38693.0,5.0,0.0
1297894,5870,prior,12,2,21,13.0,5479.0,1.0,1.0
1297894,5870,prior,12,2,21,13.0,35610.0,2.0,1.0
1297894,5870,prior,12,2,21,13.0,40198.0,3.0,1.0
1297894,5870,prior,12,2,21,13.0,42265.0,4.0,1.0
1297894,5870,prior,12,2,21,13.0,20039.0,5.0,1.0
1297894,5870,prior,12,2,21,13.0,10995.0,6.0,0.0
1297894,5870,prior,12,2,21,13.0,37204.0,7.0,0.0
1297894,5870,prior,12,2,21,13.0,1818.0,8.0,0.0
1297894,5870,prior,12,2,21,13.0,49437.0,9.0,0.0
1297894,5870,prior,12,2,21,13.0,1700.0,10.0,0.0
1297894,5870,prior,12,2,21,13.0,45066.0,11.0,0.0
1297894,5870,prior,12,2,21,13.0,27966.0,12.0,0.0
2522248,5870,prior,13,1,13,30.0,33198.0,1.0,1.0
2522248,5870,prior,13,1,13,30.0,15527.0,2.0,1.0
2522248,5870,prior,13,1,13,30.0,25272.0,3.0,1.0
2522248,5870,prior,13,1,13,30.0,8021.0,4.0,1.0
2522248,5870,prior,13,1,13,30.0,32002.0,5.0,0.0
2522248,5870,prior,13,1,13,30.0,7649.0,6.0,0.0
2522248,5870,prior,13,1,13,30.0,19579.0,7.0,0.0
2522248,5870,prior,13,1,13,30.0,27548.0,8.0,0.0
1000670,5870,prior,14,3,22,23.0,40795.0,1.0,1.0
1000670,5870,prior,14,3,22,23.0,44795.0,2.0,1.0
1000670,5870,prior,14,3,22,23.0,5764.0,3.0,1.0
1000670,5870,prior,14,3,22,23.0,14711.0,4.0,1.0
1000670,5870,prior,14,3,22,23.0,25340.0,5.0,0.0
1000670,5870,prior,14,3,22,23.0,8174.0,6.0,0.0
907670,5870,prior,15,3,23,0.0,27705.0,1.0,0.0
907670,5870,prior,15,3,23,0.0,10995.0,2.0,1.0
907670,5870,prior,15,3,23,0.0,33198.0,3.0,1.0
2936884,5870,prior,16,2,22,6.0,33198.0,1.0,1.0
2936884,5870,prior,16,2,22,6.0,20039.0,2.0,1.0
2936884,5870,prior,16,2,22,6.0,27093.0,3.0,0.0
2936884,5870,prior,16,2,22,6.0,21459.0,4.0,0.0
2936884,5870,prior,16,2,22,6.0,37464.0,5.0,0.0
2936884,5870,prior,16,2,22,6.0,20319.0,6.0,0.0
2936884,5870,prior,16,2,22,6.0,30617.0,7.0,0.0
2249603,5870,prior,17,6,14,4.0,33198.0,1.0,1.0
2249603,5870,prior,17,6,14,4.0,35610.0,2.0,1.0
2249603,5870,prior,17,6,14,4.0,4920.0,3.0,1.0
2249603,5870,prior,17,6,14,4.0,41787.0,4.0,0.0
2059094,5870,prior,18,5,21,13.0,42265.0,1.0,1.0
2059094,5870,prior,18,5,21,13.0,49683.0,2.0,1.0
2059094,5870,prior,18,5,21,13.0,8174.0,3.0,1.0
2059094,5870,prior,18,5,21,13.0,27093.0,4.0,1.0
2059094,5870,prior,18,5,21,13.0,27548.0,5.0,1.0
2059094,5870,prior,18,5,21,13.0,3849.0,6.0,1.0
2059094,5870,prior,18,5,21,13.0,49437.0,7.0,1.0
2059094,5870,prior,18,5,21,13.0,5621.0,8.0,0.0
2059094,5870,prior,18,5,21,13.0,32299.0,9.0,0.0
2059094,5870,prior,18,5,21,13.0,40516.0,10.0,0.0
2059094,5870,prior,18,5,21,13.0,40795.0,11.0,1.0
2316197,5870,prior,19,0,23,30.0,5876.0,1.0,0.0
2316197,5870,prior,19,0,23,30.0,48523.0,2.0,1.0
2316197,5870,prior,19,0,23,30.0,46738.0,3.0,1.0
2316197,5870,prior,19,0,23,30.0,38400.0,4.0,0.0
2316197,5870,prior,19,0,23,30.0,34295.0,5.0,0.0
2316197,5870,prior,19,0,23,30.0,2086.0,6.0,0.0
1703313,5870,prior,20,6,11,13.0,5876.0,1.0,1.0
1703313,5870,prior,20,6,11,13.0,41220.0,2.0,0.0
1703313,5870,prior,20,6,11,13.0,25340.0,3.0,1.0
1703313,5870,prior,20,6,11,13.0,13176.0,4.0,0.0
1703313,5870,prior,20,6,11,13.0,20319.0,5.0,1.0
1703313,5870,prior,20,6,11,13.0,10305.0,6.0,1.0
1703313,5870,prior,20,6,11,13.0,21195.0,7.0,0.0
1703313,5870,prior,20,6,11,13.0,32184.0,8.0,0.0
1703313,5870,prior,20,6,11,13.0,5479.0,9.0,1.0
1703313,5870,prior,20,6,11,13.0,13186.0,10.0,0.0
3322053,5870,prior,21,1,13,2.0,13176.0,1.0,1.0
3322053,5870,prior,21,1,13,2.0,42265.0,2.0,1.0
3322053,5870,prior,21,1,13,2.0,49683.0,3.0,1.0
3322053,5870,prior,21,1,13,2.0,25340.0,4.0,1.0
3322053,5870,prior,21,1,13,2.0,8174.0,5.0,1.0
3322053,5870,prior,21,1,13,2.0,28204.0,6.0,0.0
3322053,5870,prior,21,1,13,2.0,19579.0,7.0,1.0
3322053,5870,prior,21,1,13,2.0,5258.0,8.0,1.0
2758209,5870,prior,22,3,14,16.0,42265.0,1.0,1.0
2758209,5870,prior,22,3,14,16.0,5258.0,2.0,1.0
2758209,5870,prior,22,3,14,16.0,10305.0,3.0,1.0
2758209,5870,prior,22,3,14,16.0,19579.0,4.0,1.0
2758209,5870,prior,22,3,14,16.0,46020.0,5.0,1.0
2758209,5870,prior,22,3,14,16.0,40002.0,6.0,1.0
510056,5870,train,23,5,20,2.0,8174.0,1.0,1.0
510056,5870,train,23,5,20,2.0,42265.0,2.0,1.0
510056,5870,train,23,5,20,2.0,20039.0,3.0,1.0
510056,5870,train,23,5,20,2.0,40541.0,4.0,0.0
510056,5870,train,23,5,20,2.0,41284.0,5.0,0.0
510056,5870,train,23,5,20,2.0,5212.0,6.0,0.0
3239719,9024,prior,1,2,6,,16349.0,1.0,0.0
3239719,9024,prior,1,2,6,,30489.0,2.0,0.0
3239719,9024,prior,1,2,6,,13646.0,3.0,0.0
3239719,9024,prior,1,2,6,,24810.0,4.0,0.0
3239719,9024,prior,1,2,6,,44422.0,5.0,0.0
3239719,9024,prior,1,2,6,,31445.0,6.0,0.0
3239719,9024,prior,1,2,6,,19360.0,7.0,0.0
3239719,9024,prior,1,2,6,,35935.0,8.0,0.0
3239719,9024,prior,1,2,6,,3583.0,9.0,0.0
3239719,9024,prior,1,2,6,,21436.0,10.0,0.0
3239719,9024,prior,1,2,6,,21194.0,11.0,0.0
3239719,9024,prior,1,2,6,,34325.0,12.0,0.0
847052,9024,prior,2,4,16,23.0,30489.0,1.0,1.0
847052,9024,prior,2,4,16,23.0,31445.0,2.0,1.0
847052,9024,prior,2,4,16,23.0,21436.0,3.0,1.0
847052,9024,prior,2,4,16,23.0,34325.0,4.0,1.0
847052,9024,prior,2,4,16,23.0,44422.0,5.0,1.0
847052,9024,prior,2,4,16,23.0,35951.0,6.0,0.0
847052,9024,prior,2,4,16,23.0,49075.0,7.0,0.0
847052,9024,prior,2,4,16,23.0,3988.0,8.0,0.0
847052,9024,prior,2,4,16,23.0,31373.0,9.0,0.0
847052,9024,prior,2,4,16,23.0,18993.0,10.0,0.0
847052,9024,prior,2,4,16,23.0,33750.0,11.0,0.0
847052,9024,prior,2,4,16,23.0,14833.0,12.0,0.0
847052,9024,prior,2,4,16,23.0,37250.0,13.0,0.0
847052,9024,prior,2,4,16,23.0,18918.0,14.0,0.0
847052,9024,prior,2,4,16,23.0,40941.0,15.0,0.0
847052,9024,prior,2,4,16,23.0,26638.0,16.0,0.0
847052,9024,prior,2,4,16,23.0,11000.0,17.0,0.0
847052,9024,prior,2,4,16,23.0,21706.0,18.0,0.0
847052,9024,prior,2,4,16,23.0,18288.0,19.0,0.0
875621,9024,prior,3,5,16,8.0,28984.0,1.0,0.0
875621,9024,prior,3,5,16,8.0,49026.0,2.0,0.0
875621,9024,prior,3,5,16,8.0,48220.0,3.0,0.0
875621,9024,prior,3,5,16,8.0,24810.0,4.0,1.0
875621,9024,prior,3,5,16,8.0,12144.0,5.0,0.0
875621,9024,prior,3,5,16,8.0,14401.0,6.0,0.0
875621,9024,prior,3,5,16,8.0,18288.0,7.0,1.0
875621,9024,prior,3,5,16,8.0,40941.0,8.0,1.0
875621,9024,prior,3,5,16,8.0,45437.0,9.0,0.0
875621,9024,prior,3,5,16,8.0,30489.0,10.0,1.0
875621,9024,prior,3,5,16,8.0,22114.0,11.0,0.0
875621,9024,prior,3,5,16,8.0,47996.0,12.0,0.0
875621,9024,prior,3,5,16,8.0,16349.0,13.0,1.0
875621,9024,prior,3,5,16,8.0,43662.0,14.0,0.0
875621,9024,prior,3,5,16,8.0,8309.0,15.0,0.0
875621,9024,prior,3,5,16,8.0,36865.0,16.0,0.0
875621,9024,prior,3,5,16,8.0,24954.0,17.0,0.0
875621,9024,prior,3,5,16,8.0,22124.0,18.0,0.0
875621,9024,prior,3,5,16,8.0,16479.0,19.0,0.0
875621,9024,prior,3,5,16,8.0,26683.0,20.0,0.0
1808034,9024,train,4,4,9,30.0,49026.0,1.0,1.0
1808034,9024,train,4,4,9,30.0,21194.0,2.0,1.0
1808034,9024,train,4,4,9,30.0,34325.0,3.0,1.0
1808034,9024,train,4,4,9,30.0,29397.0,4.0,0.0
1808034,9024,train,4,4,9,30.0,13592.0,5.0,0.0
1808034,9024,train,4,4,9,30.0,38650.0,6.0,0.0
1808034,9024,train,4,4,9,30.0,28123.0,7.0,0.0
1808034,9024,train,4,4,9,30.0,8412.0,8.0,0.0
1808034,9024,train,4,4,9,30.0,5449.0,9.0,0.0
1808034,9024,train,4,4,9,30.0,1216.0,10.0,0.0
1808034,9024,train,4,4,9,30.0,21614.0,11.0,0.0
1808034,9024,train,4,4,9,30.0,13263.0,12.0,0.0
1808034,9024,train,4,4,9,30.0,36865.0,13.0,1.0
1808034,9024,train,4,4,9,30.0,8309.0,14.0,1.0
1808034,9024,train,4,4,9,30.0,29126.0,15.0,0.0
1808034,9024,train,4,4,9,30.0,36361.0,16.0,0.0
382603,9855,prior,1,4,16,,42445.0,1.0,0.0
382603,9855,prior,1,4,16,,22825.0,2.0,0.0
382603,9855,prior,1,4,16,,3513.0,3.0,0.0
382603,9855,prior,1,4,16,,45106.0,4.0,0.0
382603,9855,prior,1,4,16,,3020.0,5.0,0.0
382603,9855,prior,1,4,16,,34134.0,6.0,0.0
382603,9855,prior,1,4,16,,44632.0,7.0,0.0
382603,9855,prior,1,4,16,,17549.0,8.0,0.0
382603,9855,prior,1,4,16,,10749.0,9.0,0.0
382603,9855,prior,1,4,16,,43768.0,10.0,0.0
382603,9855,prior,1,4,16,,8518.0,11.0,0.0
382603,9855,prior,1,4,16,,2846.0,12.0,0.0
382603,9855,prior,1,4,16,,43789.0,13.0,0.0
382603,9855,prior,1,4,16,,33100.0,14.0,0.0
382603,9855,prior,1,4,16,,35249.0,15.0,0.0
382603,9855,prior,1,4,16,,34608.0,16.0,0.0
382603,9855,prior,1,4,16,,37490.0,17.0,0.0
382603,9855,prior,1,4,16,,38203.0,18.0,0.0
382603,9855,prior,1,4,16,,19423.0,19.0,0.0
382603,9855,prior,1,4,16,,21670.0,20.0,0.0
382603,9855,prior,1,4,16,,16399.0,21.0,0.0
382603,9855,prior,1,4,16,,17156.0,22.0,0.0
382603,9855,prior,1,4,16,,31793.0,23.0,0.0
382603,9855,prior,1,4,16,,8230.0,24.0,0.0
382603,9855,prior,1,4,16,,19370.0,25.0,0.0
382603,9855,prior,1,4,16,,32148.0,26.0,0.0
382603,9855,prior,1,4,16,,41860.0,27.0,0.0
2457507,9855,prior,2,5,15,8.0,44471.0,1.0,0.0
2457507,9855,prior,2,5,15,8.0,45928.0,2.0,0.0
2457507,9855,prior,2,5,15,8.0,14161.0,3.0,0.0
2457507,9855,prior,2,5,15,8.0,16399.0,4.0,1.0
2457507,9855,prior,2,5,15,8.0,45007.0,5.0,0.0
2457507,9855,prior,2,5,15,8.0,43789.0,6.0,1.0
2457507,9855,prior,2,5,15,8.0,1529.0,7.0,0.0
2457507,9855,prior,2,5,15,8.0,35267.0,8.0,0.0
2457507,9855,prior,2,5,15,8.0,45544.0,9.0,0.0
2457507,9855,prior,2,5,15,8.0,42445.0,10.0,1.0
2457507,9855,prior,2,5,15,8.0,4896.0,11.0,0.0
2457507,9855,prior,2,5,15,8.0,47912.0,12.0,0.0
2457507,9855,prior,2,5,15,8.0,3405.0,13.0,0.0
961309,9855,prior,3,0,11,30.0,42445.0,1.0,1.0
961309,9855,prior,3,0,11,30.0,45106.0,2.0,1.0
961309,9855,prior,3,0,11,30.0,3020.0,3.0,1.0
961309,9855,prior,3,0,11,30.0,34134.0,4.0,1.0
961309,9855,prior,3,0,11,30.0,44632.0,5.0,1.0
961309,9855,prior,3,0,11,30.0,47209.0,6.0,0.0
961309,9855,prior,3,0,11,30.0,45928.0,7.0,1.0
961309,9855,prior,3,0,11,30.0,7923.0,8.0,0.0
961309,9855,prior,3,0,11,30.0,35595.0,9.0,0.0
961309,9855,prior,3,0,11,30.0,45544.0,10.0,1.0
961309,9855,prior,3,0,11,30.0,31720.0,11.0,0.0
961309,9855,prior,3,0,11,30.0,11777.0,12.0,0.0
961309,9855,prior,3,0,11,30.0,46979.0,13.0,0.0
961309,9855,prior,3,0,11,30.0,30353.0,14.0,0.0
961309,9855,prior,3,0,11,30.0,28378.0,15.0,0.0
961309,9855,prior,3,0,11,30.0,31469.0,16.0,0.0
961309,9855,prior,3,0,11,30.0,2110.0,17.0,0.0
961309,9855,prior,3,0,11,30.0,47912.0,18.0,1.0
961309,9855,prior,3,0,11,30.0,43662.0,19.0,0.0
43567,9855,prior,4,0,17,14.0,45106.0,1.0,1.0
43567,9855,prior,4,0,17,14.0,16399.0,2.0,1.0
43567,9855,prior,4,0,17,14.0,43662.0,3.0,1.0
43567,9855,prior,4,0,17,14.0,31720.0,4.0,1.0
43567,9855,prior,4,0,17,14.0,35595.0,5.0,1.0
43567,9855,prior,4,0,17,14.0,44471.0,6.0,1.0
43567,9855,prior,4,0,17,14.0,21670.0,7.0,1.0
43567,9855,prior,4,0,17,14.0,8230.0,8.0,1.0
43567,9855,prior,4,0,17,14.0,33816.0,9.0,0.0
43567,9855,prior,4,0,17,14.0,27336.0,10.0,0.0
43567,9855,prior,4,0,17,14.0,28920.0,11.0,0.0
43567,9855,prior,4,0,17,14.0,33872.0,12.0,0.0
